country_code,year,unemployment_rate,internet_users,gdp_per_capita,tertiary_enrollment
UZB,2009,5.04,11.9,1205.7993547038,9.8161096572876
UZB,2010,5.36,15.89999962,1956.78127255673,8.85653237012253
UZB,2011,4.96,18.6,2338.55462817306,8.58497947573208
UZB,2012,4.87,23.60000038,2573.95586785056,7.84954008903504
UZB,2013,4.86,26.79999924,2781.38869470315,7.97676963416095
UZB,2014,5.09,35.5,3021.00331668049,7.99231869405469
UZB,2015,5.15,42.79999924,3172.89899391083,8.05320814639575
UZB,2016,5.16,46.79130173,3128.42307170099,8.33958377998093
UZB,2017,5.83,48.6999988524556,2271.4730109511,8.64750307019382
UZB,2018,5.392,55.2000006732722,1894.09088741408,9.95855522351711
UZB,2019,4.936,70.3999986481458,2128.66067138334,13.0316667432446
UZB,2020,5.293,71.09999824,2087.96374711792,15.9720957084892
UZB,2021,5.364,76.59043014,2370.36480555669,22.0939011675309
UZB,2022,4.456,83.90000012,2698.60262953369,31.701936179599
UZB,2023,4.434,89.01361047,3015.97705069457,45.7591768686293
UZB,2024,4.439,89.50550079,3337.45492058664,56.517478700865
UZB,2025,4.622,,3968.2720079072,59.8086982926392
VCT,1960,,,154.839953548866,
VCT,1961,,,163.036741587138,
VCT,1962,,,166.501945155564,
VCT,1963,,,154.855789598022,
VCT,1964,,,164.439675512733,
VCT,1965,,,166.1585179605,
VCT,1966,,,174.900705580548,
VCT,1967,,,170.043233030992,
VCT,1968,,,163.084474570509,
VCT,1969,,,175.156220412801,
VCT,1970,,,192.259597349006,
VCT,1971,,,206.99399543877,
VCT,1972,,,282.092288222755,
VCT,1973,,,305.651792826921,
VCT,1974,,,330.705359076164,
VCT,1975,,,331.090937950783,
VCT,1976,,,324.049573435426,
VCT,1977,,,483.859271677682,
VCT,1978,,,592.019182500428,
VCT,1979,,,687.067392389007,3.02052998542786
VCT,1980,,,790.115816929074,2.42690992355347
VCT,1981,,,971.577277314431,
VCT,1982,,,1073.51398364931,
VCT,1983,,,1144.30586148776,
VCT,1984,,,1253.86525558125,
VCT,1985,,,1342.2456378927,
VCT,1986,,,1471.86296489478,6.10838985443115
VCT,1987,,,1596.17319303831,6.69699001312256
VCT,1988,,,1813.93765107441,
VCT,1989,,,1929.91050958212,
VCT,1990,,0.0,2149.73944358984,6.06251001358032
VCT,1991,19.77,,2270.76357246912,
VCT,1992,19.558,,2470.51840791008,
VCT,1993,19.681,,2539.64968649849,
VCT,1994,19.974,,2563.24976564442,
VCT,1995,20.005,0.129,2795.36305613955,
VCT,1996,20.343,0.483,2930.44394742606,
VCT,1997,20.133,0.926,3073.7784743848,
VCT,1998,20.521,1.85,3301.10018129103,
VCT,1999,20.542,2.78,3446.52293031878,
VCT,2000,20.8,3.24503741064558,3768.95536604022,
VCT,2001,21.1,5.09480977832946,4071.08601098962,
VCT,2002,20.623,5.54959487957379,4303.27976789727,
VCT,2003,19.985,6.46227416659743,4499.61454193342,
VCT,2004,19.545,7.37116584201749,4873.48947742443,
VCT,2005,19.461,9.19827808234299,5157.39373878102,
VCT,2006,19.162,12.0,5744.8278621257,
VCT,2007,18.934,16.0,6398.19123532172,
VCT,2008,18.79,21.0,6598.90531450859,
VCT,2009,19.365,31.0,6463.78777336717,
VCT,2010,19.924,33.70000076,6551.96835992405,13.4546976354886
VCT,2011,20.006,36.70000076,6527.68996854448,20.6017072662919
VCT,2012,19.833,40.0,6713.80768643865,19.8016733808491
VCT,2013,19.356,43.5,7072.46737188939,19.7655115169122
VCT,2014,19.237,47.4,7168.82875342911,23.9405403137207
VCT,2015,19.135,49.40000153,7353.73556054184,23.6186294555664
VCT,2016,19.029,51.5,7656.90042881178,23.6683079677708
VCT,2017,19.024,53.70000076,7988.04445019298,25.7215423689679
VCT,2018,19.005,56.0,8428.12677153069,26.0140359224456
VCT,2019,19.248,59.57630157,8740.59425232061,29.6853960093035
VCT,2020,20.635,63.38100052,8351.20324040982,33.6692278624512
VCT,2021,20.356,68.83339691,8641.27904024443,35.7032258064516
VCT,2022,19.277,74.75479889,9693.55867833025,41.4983277591973
VCT,2023,18.348,75.53679657,10582.3656725229,
VCT,2024,18.093,76.19010162,11501.2265187188,
VCT,2025,18.003,,12561.769166789,
VEN,1960,,,939.197766577539,
VEN,1961,,,954.038330638213,
VEN,1962,,,1006.55940812318,
VEN,1963,,,1060.09433210388,
VEN,1964,,,873.604754880876,
VEN,1965,,,869.041067890496,
VEN,1966,,,875.956231715029,
VEN,1967,,,892.985315556393,
VEN,1968,,,938.015078662499,
VEN,1969,,,931.598755748143,
VEN,1970,,,1015.21990755986,
VEN,1971,,,1106.08824294225,9.16672992706299
VEN,1972,,,1155.26236263344,10.608229637146
VEN,1973,,,1366.83361997071,11.8261995315552
VEN,1974,,,2033.51900797712,12.688380241394
VEN,1975,,,2078.1534203511,14.1456604003906
VEN,1976,,,2309.19293494983,15.4267597198486
VEN,1977,,,2585.22051087846,
VEN,1978,,,2727.13746585327,17.8186893463135
VEN,1979,,,3256.64908738452,18.3426303863525
VEN,1980,,,3874.40470623155,18.9691390991211
VEN,1981,,,4228.0988152685,18.9722003936768
VEN,1982,,,4201.54283466342,20.0155601501465
VEN,1983,,,4078.94233103427,20.6762008666992
VEN,1984,,,3519.80146489308,21.8267993927002
VEN,1985,,,3548.70434276284,21.6080799102783
VEN,1986,,,3376.34960597843,24.5814800262451
VEN,1987,,,2610.98837126004,23.5750999450684
VEN,1988,,,3191.47633742656,24.520809173584
VEN,1989,,,2250.08459665588,25.8283996582031
VEN,1990,,0.0,2451.5523114567,26.8769798278809
VEN,1991,9.45,,2632.53969814106,27.4910392761231
VEN,1992,7.69,0.0121,2907.30334439434,27.0434608459473
VEN,1993,6.6,0.0416,2824.69144366441,
VEN,1994,8.56,0.0555,2688.98325145295,
VEN,1995,10.24,0.122,3486.98350635919,
VEN,1996,11.77,0.248,3112.825848106,
VEN,1997,11.16,0.391,3710.82688355096,
VEN,1998,11.15,1.38,3869.98258848894,
VEN,1999,14.53,2.84,4070.90619189484,
VEN,2000,13.99,3.3595974645036,4776.2816763938,27.8114891052246
VEN,2001,13.04,4.63600094778677,4920.39313600453,
VEN,2002,16.17,4.91044632720325,3652.09896501865,37.518970489502
VEN,2003,16.78,7.49996346522407,3229.50557082079,39.2063407897949
VEN,2004,15.07,8.40446959241215,4269.08970872392,41.2058296203613
VEN,2005,10.663,12.5529979098299,5432.4854184654,
VEN,2006,8.606,15.2247114771787,6739.38065342218,
VEN,2007,7.279,20.83,8331.62096991844,
VEN,2008,6.245,25.88,11262.4514256759,78.2515029907227
VEN,2009,6.097,32.7,11596.6021921731,78.2699203491211
VEN,2010,7.112,37.37,13646.3046622664,
VEN,2011,6.902,40.22,10843.9229703167,
VEN,2012,6.601,49.0500830729861,12582.0125686037,
VEN,2013,7.54,54.90000153,8642.37380007027,
VEN,2014,6.821,57.0,7101.15006382986,
